team,mu_attack,mu_defense,sigma_attack,sigma_defense,sigma_ad,mu_global,quality,quality_low,mu_attack_low,mu_defense_low,year,rating_attack,rating_defense,rating
Laos,-2.0838169984053407,-2.4307588492576757,0.027354569451456198,0.017576295109971263,0.010550799786618879,0.2604579754306582,-4.514575847663016,-5.02851150174693,-2.4146013357096106,-2.695910089948503,2026.0,12.766541830483524,7.495062248194828,9.83038271050506
Latvia,-1.1744995220564116,-1.1059789106659466,0.021561002378429804,0.0173462505370685,0.009852372906313854,0.2604579754306582,-2.280478432722358,-2.764676733950795,-1.4681728261099454,-1.3693892410409605,2026.0,41.21237032164795,44.2939700978239,42.73942450707941
Lebanon,-1.3641241320764945,-1.1048589205202852,0.01690419688726737,0.01951297842101035,0.008643272909861074,0.2604579754306582,-2.46898305259678,-2.9324643192214404,-1.6241564138206455,-1.3842366463397238,2026.0,33.31349070316871,44.345235735648544,38.608758182775205
Lesotho,-1.4262175306514875,-1.1277414573513906,0.026621936742674726,0.01953721737589898,0.011377610818891023,0.2604579754306582,-2.5539589880028783,-3.0789899423526412,-1.7525421343372942,-1.4072926503440086,2026.0,30.947070737875727,43.30339841565305,36.821905807740265
Liberia,-1.2036476750810894,-1.1400417290144025,0.02435004820425473,0.0209836292129797,0.010663199218605425,0.2604579754306582,-2.3436894040954916,-2.8600616568529196,-1.5157377146802713,-1.4297562727499886,2026.0,39.93587492320678,42.74830805219452,41.32968550254308
Libya,-1.059692193544628,-0.9378834877309741,0.022066508504266846,0.021928260870517503,0.010785793466200018,0.2604579754306582,-1.997575681275602,-2.50969424687222,-1.3567881948927905,-1.2340473671661105,2026.0,46.43506855848998,52.26202122298822,49.31704085011416
Liechtenstein,-2.1118175246292576,-1.664567464252795,0.028645207651825988,0.014496142582844767,0.009282547209249209,0.2604579754306582,-3.776384988882053,-4.2732006273362755,-2.4503154280308945,-1.9053673195919938,2026.0,12.247777205798583,22.930399674919677,16.9228384212474
Lithuania,-1.2476377914282852,-1.0682511976336388,0.022627325553809474,0.016386922252941097,0.00944619032399234,0.2604579754306582,-2.315888989061924,-2.797164911812004,-1.5484854309657061,-1.3242740267168367,2026.0,38.05070297599797,46.035777465931204,41.94673795101165
Luxembourg,-1.059796984330749,-0.9581838815322711,0.023842186135243918,0.017707774366798962,0.010162164839981225,0.2604579754306582,-2.01798086586302,-2.5154717308324397,-1.3686152877730413,-1.2243250047492513,2026.0,46.43017094929781,51.274179726059785,48.829536134981055
Macau,-2.6747269946416994,-2.727511350483462,0.04025517975237019,0.0287987754432956,0.01790500842829418,0.2604579754306582,-5.402238345125161,-6.049892487556919,-3.0760008649715287,-3.0669153896067205,2026.0,5.04032999753623,4.615539087789545,4.823713658316686
Madagascar,-1.0328742475240458,-1.0661441048435103,0.022462978020008698,0.02012079383048836,0.010630994812878514,0.2604579754306582,-2.099018352367556,-2.6043727289242615,-1.3326273327125635,-1.3498396728771922,2026.0,47.695555971354075,46.13393863111678,46.91203594697151
Malawi,-1.3102368734837773,-1.0072248247820597,0.022806329240467885,0.020859012601597716,0.011439691044949254,0.2604579754306582,-2.317461698265837,-2.833386979414044,-1.6122721644050064,-1.296077815776425,2026.0,35.45769690709073,48.91377192345799,41.91170544715723
Malaysia,-1.2848105941919257,-1.4809323810808879,0.01563002394756503,0.017888341617389166,0.008116996783137589,0.2604579754306582,-2.7657429752728135,-3.211847712442144,-1.5348507825422388,-1.7484269912500587,2026.0,36.49791681675798,28.956368109254814,32.58711998545187
Maldives,-2.0093937678553786,-2.2091482505872198,0.02546011524785209,0.022165657386858422,0.012437785801890804,0.2604579754306582,-4.218542018442598,-4.757063491509335,-2.328518290559931,-2.5069109573646697,2026.0,14.235265794224084,10.580673850952472,12.294212352200384
Mali,-0.6610024180114067,-0.37223178869991236,0.016673757985631456,0.0217033394305391,0.009263745692757053,0.2604579754306582,-1.033234206711319,-1.5103278612559363,-0.9192562310375183,-0.6668728546125858,2026.0,66.04798004179462,79.7404148979628,73.11305690543206
Malta,-1.329347979360076,-1.2007770906301665,0.025735883469546167,0.017151563629806358,0.010409527059027885,0.2604579754306582,-2.5301250699902424,-3.0349280066592295,-1.6501961270533183,-1.4627050473648866,2026.0,34.687778641069286,40.06063638935697,37.3181591766638
Martinique,-1.2252706279647252,-1.2397858836408897,0.02778934914672047,0.025844994898485612,0.013579895248778466,0.2604579754306582,-2.465056511605615,-3.0335426927666456,-1.558673382282805,-1.5613134556995585,2026.0,39.002909117259456,38.383462061242255,38.69249153850707
Mauritania,-1.2739261999600289,-0.952934121030106,0.024040554627447745,0.019912205554923935,0.010299957631897007,0.2604579754306582,-2.2268603209901348,-2.735004691995721,-1.5840265361575103,-1.2351553502452304,2026.0,36.94868330858478,51.5290771616042,43.953610325437744
Mauritius,-1.5815748407752563,-1.5289182742175258,0.026726754365302217,0.01983493351499515,0.010653322616896896,0.2604579754306582,-3.1104931149927824,-3.6315241432975895,-1.9085412266029265,-1.8105913720809543,2026.0,25.52880690076067,27.284197120944278,26.396100222817708
Mexico,-0.3308635539376643,-0.14875162735229103,0.016015387312194807,0.019347979770150285,0.009418044803600263,0.2604579754306582,-0.47961518128995534,-0.9452307166387907,-0.5839673849019136,-0.42694565870559154,2026.0,81.51916631811471,88.50143295550886,85.1971527494453
Moldova,-1.3370940825726094,-1.270195269218469,0.023849221171493046,0.017094462709796195,0.01016018265467721,0.2604579754306582,-2.6072893517910787,-3.1023208626695022,-1.6459579436602612,-1.5316868576858322,2026.0,34.37866687306774,37.103943547852026,35.72566000982784
Mongolia,-2.2354489546042937,-2.2147618511317795,0.03576085585873932,0.027714088466953,0.016331936410837723,0.2604579754306582,-4.450210805736074,-5.070336009698524,-2.6136597733746685,-2.5477128293069637,2026.0,10.164896674545588,10.490729633270956,10.326712105403846
Montenegro,-0.8477452856603147,-0.9352912120191665,0.020038349674051277,0.019105376809610553,0.009489313421284173,0.2604579754306582,-1.7830364976794812,-2.265208057712755,-1.1308590414126716,-1.2117356137321371,2026.0,56.70811625052718,52.38857621049158,54.53825515104764
Montserrat,-1.674927869811075,-1.9383788891369123,0.029056955726711756,0.01989273572397617,0.008459661228677962,0.2604579754306582,-3.6133067589479873,-4.126605946198635,-2.0158498886172045,-2.2204621089425305,2026.0,22.62036842537948,15.764010633794301,18.950090816183028
Morocco,-0.2981177447978788,0.11134757847701095,0.012475259070789375,0.021707168247114182,0.007434035254414214,0.2604579754306582,-0.18677016632086785,-0.6297171059275526,-0.5215031433429884,-0.18331947599032639,2026.0,82.88136536933702,95.53223154625647,90.30724373153198
Mozambique,-1.11829633243662,-1.0366709455758851,0.020985321681645765,0.018603776704402733,0.009589441668361723,0.2604579754306582,-2.154967278012505,-2.6398094450020193,-1.4080225596349583,-1.3094622702502796,2026.0,43.732002611447285,47.516262017638255,45.606751555158176
Myanmar,-1.899167011630641,-2.1243602321063406,0.0238254401986888,0.017300463385391422,0.01029084077740323,0.2604579754306582,-4.023527243736981,-4.520347473352832,-2.2078768443129757,-2.38742268389596,2026.0,16.663747528468676,12.021211827665656,14.18643076213012
Namibia,-1.1738877382013349,-1.0266915422734162,0.021145577353919445,0.01961427823928979,0.009991786566703848,0.2604579754306582,-2.2005792804747513,-2.693502920510881,-1.4647181173154806,-1.306793511129687,2026.0,41.23938937769276,47.988104311401514,44.55467278909
Nepal,-2.1724289977364264,-1.8821552698045658,0.02587115987462944,0.017407689561749283,0.01007410989379259,0.2604579754306582,-4.054584267540992,-4.558278894170913,-2.494119282791039,-2.146031676948132,2026.0,11.18540254239846,17.066739844370137,13.869850146532892
Netherlands,0.08240325294763104,-0.11655086762611944,0.01362236256449462,0.019272910143908688,0.00803039914688455,0.2604579754306582,-0.0341476146784884,-0.4766679916202623,-0.15102650149249702,-0.3942046818906362,2026.0,94.93506732777853,89.5712006772456,92.52677466886546
New Caledonia,-1.4057568790756974,-1.56055356457608,0.026031443955791402,0.028344346442587702,0.013499358204600314,0.2604579754306582,-2.9663104436517775,-3.5368347877689406,-1.7284421372192413,-1.8972691504499015,2026.0,31.71433402356851,26.21960627879092,28.87738333405099
New Zealand,-0.7677151471388386,-0.6246070797552474,0.01954562185810747,0.0248506288547675,0.010389651949050163,0.2604579754306582,-1.392322226894086,-1.9029122957790001,-1.0473264620608744,-0.9398887243511072,2026.0,60.70801800191712,67.85466452720166,64.29303842356921
Nicaragua,-1.2271934964822617,-1.2189475426689709,0.02165412404294422,0.0204399941372177,0.00974108735659522,0.2604579754306582,-2.4461410391512324,-2.9424324571441387,-1.5215003026756913,-1.5048845576720495,2026.0,38.920531098473376,39.274478647048205,39.09728305687291
Niger,-1.030162402911031,-1.030733347144026,0.024441404934142177,0.019387083315410867,0.01038700657796758,0.2604579754306582,-2.060895750055057,-2.569236192693603,-1.3428373455216738,-1.309208360855568,2026.0,47.82378515395842,47.796776704029895,47.81028016832537
Nigeria,-0.5003910012449553,-0.3079898967874546,0.014429943133252392,0.018560386325250724,0.007515927025577653,0.2604579754306582,-0.8083808980324099,-1.2466601857458879,-0.7406403977749145,-0.5804629143525024,2026.0,73.88490774612801,82.47515828412223,78.32563413091849
North Korea,-1.158223395192704,-1.042599845272938,0.023672156791955504,0.021437750871039562,0.011072568690400204,0.2604579754306582,-2.200823240465642,-2.719494793739177,-1.4659385673370458,-1.3354325679733872,2026.0,41.93431107838413,47.23682583554306,44.54907577835794
North Macedonia,-0.6938217223512899,-0.7453720073882395,0.01796865490823317,0.018333763366308962,0.00914657328169175,0.2604579754306582,-1.4391937297395294,-1.9065076064345217,-0.9619161453312033,-1.0161764635281558,2026.0,64.41002477118218,61.82808175526635,63.11989544480958
Northern Ireland,-0.7495958615817571,-0.5229539159069028,0.021132828405179164,0.01984183427485574,0.010331743649093738,0.2604579754306582,-1.2725497774886598,-1.7690904101793687,-1.0403385547327917,-0.8046760078688626,2026.0,61.61632636962609,72.81010152892499,67.27683190664257
Northern Mariana Islands,-2.9558166219488244,-3.3537807124285486,0.0652332914529766,0.030387973519368554,0.01794544771223847,0.2604579754306582,-6.309597334377373,-7.034889442143125,-3.4666327980943206,-3.702423644491532,2026.0,3.127596243089892,1.540802136801489,2.2049836599101424
Norway,0.0005183941412228822,-0.18274358791463008,0.016832069029286474,0.021063626029360308,0.009472114350052846,0.2604579754306582,-0.1822251937734072,-0.6590476922306527,-0.2589585337678802,-0.47300985208847657,2026.0,92.99291427123845,87.31493375812785,90.37790998190091
Oman,-1.1046176672665673,-0.7909126821245134,0.018160165137919983,0.019302915939329923,0.009652747516673122,0.2604579754306582,-1.8955303493910807,-2.372053490951262,-1.3741369811416213,-1.0687825505113533,2026.0,44.3562823150195,59.54589120213265,51.78043923845803
Pakistan,-2.1867880487570193,-2.0290666531785835,0.03558929057166372,0.02183926963325707,0.012934335023579885,0.2604579754306582,-4.215854701935603,-4.793079892834547,-2.5640905299132593,-2.3246289622320693,2026.0,10.94550876506447,13.834048005070843,12.318773264813476
Palestine,-0.9997724369247928,-0.8835991939924659,0.021353045335048167,0.02052751896180786,0.010484894913230937,0.2604579754306582,-1.8833716309172588,-2.384771088927807,-1.292026061949689,-1.1701477515655785,2026.0,49.26991628016859,54.92947752949675,52.07655610390114
Panama,-0.5890779528954335,-0.6040257423598736,0.015280279182046384,0.01712232118333635,0.008153042053986271,0.2604579754306582,-1.1931036952553071,-1.634504576420514,-0.8363048056606328,-0.8657303176606226,2026.0,69.60443933888092,68.8702173704981,69.23770509225247
Papua New Guinea,-1.7553520224720853,-1.9672829331912727,0.024669580673334673,0.02469434731122184,0.010390889484682751,0.2604579754306582,-3.722634955663358,-4.252335652109651,-2.069483082212027,-2.2815716368458703,2026.0,20.32029664408288,15.126365535608578,17.57096062177209
Paraguay,-0.3845503293608523,-0.19347648089131375,0.022518438751049863,0.019907179705248832,0.011111704432130597,0.2604579754306582,-0.5780268102521661,-1.0865502701655112,-0.684673229193903,-0.4756620914758992,2026.0,79.19908535464842,86.92843247753835,83.25246330679306
Peru,-0.5415782326598645,-0.32977612882129104,0.02098848848378139,0.019648714822461444,0.01089391638925856,0.2604579754306582,-0.8713543614811555,-1.3710544158528153,-0.8313263196856904,-0.6101238758959657,2026.0,71.91504536109612,81.56507282455021,76.90025834895398
Philippines,-1.5145344898263609,-1.5567743360924107,0.020327594629915006,0.020722191791459923,0.010239357085439082,0.2604579754306582,-3.0713088259187717,-3.5674076087927196,-1.7996842373620372,-1.8446784297865428,2026.0,27.77817891714941,26.345204590815886,27.054994329748418
Poland,-0.3311490564809021,-0.5356048155341022,0.0159124908733716,0.017749509638350734,0.008552903984716115,0.2604579754306582,-0.8667538720150043,-1.3173881293952197,-0.5834385003613118,-0.8020593868092127,2026.0,81.50710615077621,72.20285194143337,77.00538371712847
Portugal,0.14023017106673388,0.09466606777435312,0.013937902836914649,0.02069642226534705,0.008548185327720751,0.2604579754306582,0.234896238841087,-0.2199914209506607,-0.09588762018936481,-0.1930589555750042,2026.0,96.08227358366035,95.19372178487899,95.65220393314536
Puerto Rico,-1.4676031124108573,-1.6201705024697564,0.021344089188154534,0.024959865420202523,0.010030158148858175,0.2604579754306582,-3.0877736148806134,-3.602998889517149,-1.7597954407711653,-1.9361443331595938,2026.0,29.43310208561547,24.294913523481764,26.776730547595285
Qatar,-0.8455459417934921,-0.9897466229072912,0.01629754559155959,0.018583393343586493,0.009115283971686544,0.2604579754306582,-1.8352925647007834,-2.296211242467346,-1.1008696233552273,-1.2623884637431138,2026.0,56.81756908328324,49.75053496545626,53.25233190161887
Romania,-0.5353698118214791,-0.4861555414274483,0.016068903657731465,0.019756719001876588,0.008842504794673196,0.2604579754306582,-1.0215253532489275,-1.4841726584348733,-0.7888961706698756,-0.7672727340847214,2026.0,72.2141608366444,74.55719649894333,73.3922014450663
Russia,-0.27438744755908634,-0.3391462265038141,0.022712005263146515,0.029606857231881962,0.014795161937539608,0.2604579754306582,-0.6135336740629005,-1.1859292937879564,-0.5757975022231371,-0.6832790917281746,2026.0,83.84140588843232,81.16803994216015,82.52569597673953
Rwanda,-1.1852866292093687,-0.9329589043077824,0.023825458957671436,0.02212539346600602,0.011400304616560619,0.2604579754306582,-2.1182455335171513,-2.6426555321129017,-1.4939965834231674,-1.230451045151913,2026.0,40.737485413973026,52.502516303490495,46.46168572311707
Saarland,,,,,,,,,,,,,,
Samoa,-2.505552698665391,-2.7982024094060804,0.029486941835808862,0.019272705244882588,0.008093022185350365,0.2604579754306582,-5.3037551080714715,-5.81344399926449,-2.8489879434252083,-3.075854747735024,2026.0,6.6488119089617825,4.0974144756078745,5.234906466511413
San Marino,-2.443464895999868,-1.8244880841728752,0.040589505853034474,0.01438062564164242,0.00975978984595314,0.2604579754306582,-4.267952980172743,-4.813809046133663,-2.8464016446492533,-2.064326576843609,2026.0,7.344926830238608,18.491067171918154,11.84991020872237
Sao Tome and Principe,-1.5262723861884506,-1.753592781062377,0.03608968799733079,0.017807828604165146,0.009143503897950692,0.2604579754306582,-3.2798651672508274,-3.8172087236368597,-1.9062181086138033,-2.020484733763579,2026.0,27.374598446773835,20.368609726863205,23.680318501805488
Saudi Arabia,-0.8483336525417612,-0.6247669418429417,0.015491123444647394,0.017158985706319487,0.008082595424035508,0.2604579754306582,-1.4731005943847029,-1.914984289485746,-1.0972603360824968,-0.8867515651040749,2026.0,56.67884164377275,67.84675727407677,62.270313302466974
Scotland,-0.3268625794421812,-0.38589389172948607,0.0185875542808013,0.018934685602784943,0.00951548473361334,0.2604579754306582,-0.7127564711716673,-1.188374844874,-0.5995349416705618,-0.6611006184117018,2026.0,81.68784825013711,79.13973484990062,80.4293829969191
Senegal,-0.396968349074842,-0.12330742436945345,0.014570063950779233,0.020779299198283373,0.00840694342275691,0.2604579754306582,-0.5202757734442954,-0.9770612810715686,-0.6383813889113781,-0.4116079564416879,2026.0,78.64827089714434,89.3511954142,84.40642889626163
Serbia,-0.3490383625532768,-0.503059449941951,0.016641467777199947,0.018547642185591264,0.00884070376428472,0.2604579754306582,-0.8520978124952278,-1.311969609809917,-0.6070419887076388,-0.7754389072113366,2026.0,80.74533521024443,73.75837041453532,77.33926570812308
Seychelles,-2.13747107340345,-2.1695608660691184,0.03159757117188862,0.015838554521034855,0.009775142379902254,0.2604579754306582,-4.3070319394725685,-4.824666600030487,-2.4929851866079114,-2.421263504283618,2026.0,11.78817124850059,11.2338516480595,11.508184164814095
Sierra Leone,-1.1651602815072855,-0.9520272397719711,0.024664487177894084,0.02275392919106189,0.011091260320606299,0.2604579754306582,-2.1171875212792566,-2.6448273113260976,-1.479258910462549,-1.2537153515103152,2026.0,41.62583135113872,51.57315048568725,46.48641929874064
Singapore,-1.5930497574780411,-1.7483893730872164,0.021365020261084555,0.019151700362255584,0.010496744603553177,0.2604579754306582,-3.3414391305652575,-3.8374641695721468,-1.885385319879091,-2.025168710193552,2026.0,25.157305550810683,20.512026823012196,22.745919101269084
Sint Maarten,-1.8554221721053423,-2.2176599224318205,0.03734202887183361,0.02310293919324607,0.01031109192576,0.2604579754306582,-4.073082094537163,-4.642527972269542,-2.241903886404136,-2.5216529433599075,2026.0,17.715746348511928,10.444551669189083,13.684086249575367
Slovakia,-0.552906785076622,-0.5605661010471479,0.01712651178309411,0.018634096923377436,0.009055303585118659,0.2604579754306582,-1.11347288612377,-1.5776763582206894,-0.814643383840296,-0.8335796312860533,2026.0,71.3674121223234,70.99586757913838,71.18176602782533
Slovenia,-0.6037595846283172,-0.4184372352853896,0.018661829286276316,0.019232881988772824,0.009562053326355216,0.2604579754306582,-1.0221968199137068,-1.499769088487834,-0.8769761967607154,-0.6958025682942055,2026.0,68.88331671896071,77.68439310811097,73.37621314421466
Solomon Islands,-1.716955741112426,-2.015771818393415,0.02218814393003819,0.022636815491799925,0.010588801147202485,0.2604579754306582,-3.732727559505841,-4.246546834022642,-2.014869446269058,-2.3166825393177444,2026.0,21.39497812685336,14.104149499109475,17.447776058501418
Somalia,-1.922794983169041,-1.5456848772998772,0.04978827765380134,0.02087264197334248,0.012472209191588741,0.2604579754306582,-3.468479860468918,-4.08688211793673,-2.3690607230765597,-1.8346322217994762,2026.0,16.116762717638444,26.716224653659882,20.90594776867437
South Africa,-0.763918199429962,-0.5855986929645476,0.016738908288455093,0.02073352862375447,0.00923599993124457,0.2604579754306582,-1.3495168923945096,-1.8225684192906764,-1.022676065308123,-0.8735815301181146,2026.0,60.89833358932655,69.77489419749475,65.36225979361758
South Korea,-0.45673540769792453,-0.29471493857102726,0.01730015279972862,0.022923548769580065,0.010553713139778344,0.2604579754306582,-0.7514503462689518,-1.2467527906354838,-0.7197954981695018,-0.5975254322437537,2026.0,75.93096635711598,83.02046396273587,79.58742360205765
South Sudan,-1.6454697749327494,-1.432495914908326,0.03013416651701984,0.017966573867912724,0.009088084951564166,0.2604579754306582,-3.0779656898410757,-3.5928517366050596,-1.992653683068019,-1.700574812756797,2026.0,23.51019376807858,30.714117718754387,26.942244661528214
Spain,0.29853834316425804,0.2152683988858976,0.01349532691075991,0.020380401510143357,0.008220340056290293,0.2604579754306582,0.5138067420501556,0.0651803561409724,0.06619956542141192,-0.07025148840844381,2026.0,98.32852037914009,97.30333285980281,97.85713297527252
Sri Lanka,-2.151851847039113,-2.052535558567053,0.027175170082489663,0.019495326948073682,0.010777036461679225,0.2604579754306582,-4.204387405606166,-4.726784074638126,-2.481549709225022,-2.3317868930173913,2026.0,11.536959301571647,13.367709973853248,12.42404333583156
St Kitts and Nevis,-1.7756486692913453,-2.0223129135745883,0.021399673447165323,0.02045198800878738,0.00969213095763374,0.2604579754306582,-3.7979615828659337,-4.292879448258648,-2.068221213780163,-2.3083338079776885,2026.0,19.769286692102327,13.97071903403182,16.668117140226446
St Lucia,-1.7153808364571943,-1.9852836550922048,0.026615612385792967,0.02395155656978375,0.011967229346486332,0.2604579754306582,-3.700664491549399,-4.246564217317967,-2.041666676700334,-2.294809463837025,2026.0,21.439967935282144,14.740015373573168,17.84151418268676
St Vincent and the Grenadines,-1.3955587582930056,-1.8938137324209372,0.020298206581379062,0.01843457996968928,0.008612482692607325,0.2604579754306582,-3.2893724907139426,-3.7624803090229744,-1.6805023076593955,-2.16536173900312,2026.0,32.10136514657531,16.78972882753009,23.53421172545317
Sudan,-1.2329705763750933,-0.9678087585186679,0.0200381464707452,0.0158570995342001,0.007993641560269648,0.2604579754306582,-2.2007793348937614,-2.656334069807074,-1.5160828966350581,-1.2196587101501908,2026.0,38.67361772379707,50.807913421058394,44.55008305048705
Suriname,-0.9675740696741117,-1.0579115340148717,0.01960694956510306,0.019048905064915234,0.008455545271324853,0.2604579754306582,-2.0254856036889834,-2.4969384440565774,-1.2476237050254406,-1.3339470756751095,2026.0,50.819266011305395,46.51832494224082,48.650695766119426
Sweden,-0.27718082283130285,-0.4606015486076017,0.01716454720534591,0.019830612289902527,0.009526010307242655,0.2604579754306582,-0.7377823714389046,-1.2112680844640549,-0.5392078993355902,-0.7422439622451966,2026.0,83.72962186398605,75.75170181094273,79.88632257994553
Switzerland,-0.0827073983858746,-0.18001394733525866,0.01661295240396162,0.01907788934457493,0.009250633233359453,0.2604579754306582,-0.26272134572113326,-0.7283053154419794,-0.34048988346941644,-0.45625941314112434,2026.0,90.63687550875198,87.41233351551914,89.08585690748825
Syria,-0.9881891133862113,-0.9022343527991334,0.017756120182668145,0.019672819676681195,0.00952084389690348,0.2604579754306582,-1.8904234661853447,-2.3656944526894916,-1.254693298589132,-1.1827540111240444,2026.0,49.82534956494958,54.00991079544573,51.90475094213098
Tahiti,-1.8333504190116403,-1.7758497554346553,0.023700438233350874,0.02626243235875804,0.011198010026485988,0.2604579754306582,-3.6092001744462956,-4.1471923329210485,-2.141249351996806,-2.0999635154557814,2026.0,18.26625380039778,19.763886250369577,19.00350701899717
Taiwan,-1.8514827696101221,-2.140031742469275,0.025993063638390396,0.01820426289204296,0.01017243978552807,0.2604579754306582,-3.991514512079397,-4.4996176752322725,-2.173930059184033,-2.4098780905419734,2026.0,17.813023834041797,11.743104517562674,14.518970444358681
Tajikistan,-1.283257990464183,-1.225748688951814,0.019640508824834597,0.022608776023402184,0.010373639589256587,0.2604579754306582,-2.509006679415997,-3.010989005904689,-1.5635471898624802,-1.5264729880924202,2026.0,36.562017097911756,38.98241936358906,37.76109583707631
Tanzania,-1.2381766444854105,-0.9215846018023239,0.019642792219651123,0.01781955438012612,0.008792246571333269,0.2604579754306582,-2.1597612462877347,-2.629002505097928,-1.5184821365447072,-1.1885644091295906,2026.0,38.45186310880096,53.05920002001141,45.4956548536067
Thailand,-1.0915038836257918,-1.2055615336447287,0.0157676935613404,0.019691021941960186,0.00907650924097922,0.2604579754306582,-2.2970654172705203,-2.7601495737054345,-1.3426428376838224,-1.486210937292484,2026.0,44.958655134427886,39.85281161571316,42.36718808052326
Timor-Leste,-2.2805489774421512,-2.4709470095877695,0.0333107276262107,0.01664336613785673,0.009468505743788007,0.2604579754306582,-4.751495987029921,-5.276438289579995,-2.6455735115557406,-2.728965351089739,2026.0,9.484551881349223,7.029234397623629,8.17663860498623
Togo,-1.089395568792014,-0.991901684400744,0.023704268142990276,0.022016095337831422,0.011559947589932888,0.2604579754306582,-2.081297253192758,-2.60604579739536,-1.397319378478698,-1.288658118789833,2026.0,45.05584657042068,49.647083277575135,47.32871485044967
Tonga,-3.004598305066377,-3.172323589607288,0.04635467913865674,0.02966786619705926,0.016483057268474547,0.2604579754306582,-6.176921894673665,-6.837190506293709,-3.4352010414193024,-3.5168108387011214,2026.0,2.8732141876575468,2.1372060832203665,2.480038249482719
Trinidad and Tobago,-1.0772490825302332,-1.215596156308994,0.016772134187919428,0.0160809941443031,0.007888489171262433,0.2604579754306582,-2.2928452388392273,-2.733889938046677,-1.3362636318352437,-1.4692178757598573,2026.0,45.617629359759896,39.418838660585564,42.4617410944087
Tunisia,-0.6423366098267909,-0.3910627191112437,0.014904259734026043,0.0197191182973335,0.008456309038562367,0.2604579754306582,-1.0333993289380345,-1.4874301477531642,-0.8865026167485247,-0.6719122752606775,2026.0,66.9760950667919,78.91085071528687,73.10911512524648
Turkey,-0.15234570759163776,-0.38042443978593077,0.01600759618252626,0.017643018657272667,0.008351704710217046,0.2604579754306582,-0.5327701473775686,-0.9815641948435885,-0.40538796637483987,-0.646078490440331,2026.0,88.37872450622667,79.38096571049022,84.15979498584646
Turkmenistan,-1.4314191035421349,-1.5106038583626682,0.02517466701221385,0.02321156735579577,0.011585883688575103,0.2604579754306582,-2.942022961904803,-3.477029510444762,-1.7487496379204948,-1.81531071654473,2026.0,30.75398866328879,27.91424915554932,29.310692890578103
Turks and Caicos Islands,-2.66088739512272,-3.004855235273565,0.038800029180969656,0.024096205505866632,0.011795138255887985,0.2604579754306582,-5.665742630396285,-6.253914412101638,-3.0548418553384646,-3.315314285751187,2026.0,5.1573893233907935,2.87192635500384,3.863154854064077
US Virgin Islands,-2.7158868859815324,-2.7488903742844837,0.039060085825380175,0.024310465002246692,0.0124871549542528,0.2604579754306582,-5.4647772602660165,-6.059234527817293,-3.1111593784490967,-3.060726645441299,2026.0,4.706207540184016,4.452904332905938,4.57797025138057
USA,-0.31325766653241904,-0.4806800103856398,0.015758944298852006,0.020260377143238296,0.009494142853476793,0.2604579754306582,-0.7939376769180588,-1.2630116887713863,-0.5643269342563044,-0.7653579135902144,2026.0,82.2568097537359,74.8145125527674,78.6482490910845
Uganda,-1.1323739784879203,-0.7721473440871209,0.01957167031888877,0.020631002790469602,0.00991960262251705,0.2604579754306582,-1.9045213225750413,-2.3945902089752797,-1.412171550449428,-1.0594172714409573,2026.0,43.093928973097206,60.485888098213536,51.56180535298742
Ukraine,-0.3750517418426512,-0.37867754053791947,0.017520716850546725,0.018301038914238208,0.008851635148325465,0.2604579754306582,-0.7537292823805707,-1.2164388070780243,-0.6397834312985735,-0.6492402054733329,2026.0,79.61694872625048,79.45780141351986,79.5374309195188
United Arab Emirates,-0.7992671133288642,-0.7943896880550747,0.014737827713618324,0.016370784909518148,0.007256905628001504,0.2604579754306582,-1.593656801383939,-2.020844927993935,-1.0420660236527644,-1.0502864243337395,2026.0,59.12773878112865,59.371831282779674,59.2497739508143
Uruguay,-0.12082674165293204,-0.015552410668564817,0.017252744758585015,0.020181740220352795,0.00970931349885981,0.2604579754306582,-0.13637915232149686,-0.6132569646661579,-0.383526149787667,-0.2996773143313926,2026.0,89.43224828418917,92.56776743305888,91.07519906019986
Uzbekistan,-0.6028368513308865,-0.5582340279617722,0.01757199963996185,0.021120475103125282,0.009832394049916046,0.2604579754306582,-1.1610708792926587,-1.6442158382559877,-0.867955689891724,-0.8488917311325314,2026.0,68.92872336590787,71.10910033319091,70.02263680964998
Vanuatu,-1.8047774000488648,-2.0880077639951553,0.027800351304877916,0.02437705335210817,0.012088062953226376,0.2604579754306582,-3.89278516404402,-4.445428016394211,-2.138246147039511,-2.4002708156173935,2026.0,18.998889590762445,12.687747610061395,15.58507034488491
Venezuela,-0.35847198552566356,-0.42122067275072256,0.020079210509203853,0.018697448939940776,0.009889472284078557,0.2604579754306582,-0.7796926582763861,-1.2636579628894409,-0.6418742474023384,-0.6946979035392529,2026.0,80.33890035149805,77.55838766729542,78.96479354267399
Vietnam,-1.2577510921661128,-1.2712259543068445,0.016728030522052798,0.020303870639321653,0.0093414354777373,0.2604579754306582,-2.5289770464729573,-3.0010565826396887,-1.5164248675825844,-1.556209256549777,2026.0,37.62453844303448,37.06101425485359,37.34216020816237
Wales,-0.4900909740081998,-0.3978286116110866,0.017392282233160805,0.02015419761347307,0.009395649407206509,0.2604579754306582,-0.8879195856192864,-1.3626311976999133,-0.7538505784449733,-0.6817595723284628,2026.0,74.37181259993932,78.6099272914976,76.52048222414663
